seed_key,source_name,state_source,state_code,city_name,locality_name,distance_km,zone,profile_code,range_1200,range_650,range_250,range_120,range_30,allowed_ranges,shipping_cost,free_from_qty,source_logistic_discount,source_row
GUA_026_14,ROMITA,Guanajuato,GUA,Romita,Romita,28,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,2
GUA_037_11,SILAO,Guanajuato,GUA,Silao de la Victoria,Silao,32,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,3
GUA_031_10,SAN FRANCISCO DEL RINCON (EAD),Guanajuato,GUA,San Francisco del Rincón,San Francisco del Rincón,34,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,4
GUA_025_29,PURISIMA DEL RINCON,Guanajuato,GUA,Purísima del Rincón,Purísima de Bustos,36,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,5
JAL_072_15,SAN DIEGO DE ALEJANDRIA,Jalisco,JAL,San Diego de Alejandría,San Diego de Alejandría,58,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,8
GUA_020_07,LEON,Guanajuato,GUA,León,León de los Aldama,60,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,9
GUA_017_06,IRAPUATO,Guanajuato,GUA,Irapuato,Irapuato,62,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,11
JAL_109_52,UNION DE SAN ANTONIO,Jalisco,JAL,Unión de San Antonio,Unión de San Antonio,68,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,12
JAL_053_04,LAGOS DE MORENO,Jalisco,JAL,Lagos de Moreno,Lagos de Moreno,70,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,13
JAL_074_27,SAN JULIAN,Jalisco,JAL,San Julián,San Julián,82,OCCIDENTE,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,15
GUA_027_09,SALAMANCA,Guanajuato,GUA,Salamanca,Salamanca,86,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,18
GUA_001_24,ABASOLO,Guanajuato,GUA,Abasolo,Abasolo,94,BAJÍO 1,PERFIL_01,0.05,0.04,0.03,0.02,0,1200|650|250|120|30,40,100,0.03,20
GUA_015_05,GUANAJUATO,Guanajuato,GUA,Guanajuato,Guanajuato,104,BAJÍO 1,PERFIL_02,0.05,0.04,0.03,0,,1200|650|250|120,40,100,0.03,21
GUA_042_23,VALLE DE SANTIAGO,Guanajuato,GUA,Valle de Santiago,Valle de Santiago,104,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,22
GUA_012_20,CUERAMARO,Guanajuato,GUA,Cuerámaro,Cuerámaro,108,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,23
GUA_023_19,PENJAMO,Guanajuato,GUA,Pénjamo,Pénjamo,115,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,24
GUA_016_16,HUANIMARO,Guanajuato,GUA,Huanímaro,Huanímaro,116,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,25
GUA_007_03,CELAYA,Guanajuato,GUA,Celaya,Celaya,117,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,26
GUA_044_26,VILLAGRAN,Guanajuato,GUA,Villagrán,Villagrán,131,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,32
GUA_011_04,CORTAZAR,Guanajuato,GUA,Cortázar,Cortázar,132,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,33
GUA_005_28,APASEO EL GRANDE,Guanajuato,GUA,Apaseo el Grande,Apaseo el Grande,139,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,37
GUA_007_25,RINCON DE TAMAYO,Guanajuato,GUA,Celaya,Rincón de Tamayo,140,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,39
GUA_009_21,EMPALME ESCOBEDO,Guanajuato,GUA,Comonfort,Empalme Escobedo (Escobedo),141,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,40
GUA_041_18,URIANGATO,Guanajuato,GUA,Uriangato,Uriangato,147,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,44
GUA_009_17,COMONFORT,Guanajuato,GUA,Comonfort,Comonfort,147,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,46
GUA_021_08,MOROLEON,Guanajuato,GUA,Moroleón,Moroleón,152,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,48
GUA_018_35,JARAL DEL PROGRESO,Guanajuato,GUA,Jaral del Progreso,Jaral del Progreso,155,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,52
GUA_046_27,YURIRIA,Guanajuato,GUA,Yuriria,Yuriria,157,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,53
JAL_116_51,VILLA HIDALGO,Jalisco,JAL,Villa Hidalgo,Villa Hidalgo,159,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,57
GUA_028_30,SALVATIERRA,Guanajuato,GUA,Salvatierra,Salvatierra,164,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,100,0.03,60
AGU_005_04,JESUS MARIA,Aguascalientes,AGU,Jesús María,Jesús María,176,BAJÍO 3,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,64
AGU_011_03,SAN FRANCISCO DE LOS ROMOS,Aguascalientes,AGU,San Francisco de los Romo,San Francisco de los Romo,182,BAJÍO 3,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,65
GUA_036_13,SANTIAGO MARAVATIO,Guanajuato,GUA,Santiago Maravatío,Santiago Maravatío,182,MICHOACÁN,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,66
QUE_014_01,QUERETARO,Querétaro,QUE,Querétaro,Querétaro,190,SURESTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,68
GUA_002_01,ACAMBARO,Guanajuato,GUA,Acámbaro,Acámbaro,191,MICHOACÁN,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,71
AGU_006_05,PABELLON DE ARTEAGA,Aguascalientes,AGU,Pabellón de Arteaga,Pabellón de Arteaga,199,BAJÍO 3,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,72
JAL_111_56,VALLE DE GUADALUPE,Jalisco,JAL,Valle de Guadalupe,Valle de Guadalupe,201,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,75
JAL_105_14,TOTOTLAN,Jalisco,JAL,Tototlán,Tototlán,209,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,79
AGU_003_02,CALVILLO,Aguascalientes,AGU,Calvillo,Calvillo,214,BAJÍO 3,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,86
AGU_007_06,RINCON DE ROMOS,Aguascalientes,AGU,Rincón de Romos,Rincón de Romos,219,BAJÍO 3,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,98
GUA_032_32,SAN JOSE ITURBIDE,Guanajuato,GUA,San José Iturbide,San José Iturbide,221,BAJÍO 2,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,99
GUA_019_12,JERECUARO,Guanajuato,GUA,Jerécuaro,Jerécuaro,224,MICHOACÁN,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,101
JAL_078_30,SAN MIGUEL EL ALTO,Jalisco,JAL,San Miguel el Alto,San Miguel el Alto,224,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,102
JAL_091_39,TEOCALTICHE,Jalisco,JAL,Teocaltiche,Teocaltiche,224,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,103
JAL_008_20,ARANDAS,Jalisco,JAL,Arandas,Arandas,225,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,104
AGU_002_07,ASIENTOS,Aguascalientes,AGU,Asientos,Asientos,229,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,106
JAL_046_18,JALOSTOTITLAN,Jalisco,JAL,Jalostotitlán,Jalostotitlán,229,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,107
JAL_039_03,GUADALAJARA,Jalisco,JAL,Guadalajara,Guadalajara,230,OCCIDENTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,109
GUA_004_33,APASEO EL ALTO,Guanajuato,GUA,Apaseo el Alto,Apaseo el Alto,230,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,111
JAL_063_05,OCOTLAN,Jalisco,JAL,Ocotlán,Ocotlán,235,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,115
GUA_003_02,SAN MIGUEL ALLENDE,Guanajuato,GUA,San Miguel de Allende,San miguel de Allende,237,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,116
JAL_073_07,SAN JUAN DE LOS LAGOS,Jalisco,JAL,San Juan de los Lagos,San Juan de los Lagos,240,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,117
GUA_013_38,DOCTOR MORA,Guanajuato,GUA,Doctor Mora,Doctor Mora,242,BAJÍO 1,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,118
JAL_018_32,LA BARCA,Jalisco,JAL,La Barca,La Barca,246,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,123
JAL_101_12,TONALA,Jalisco,JAL,Tonalá,Tonalá,250,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,124
JAL_120_10,ZAPOPAN,Jalisco,JAL,Zapopan,Zapopan,250,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,126
MIC_053_06,MORELIA,Michoacán de Ocampo,MIC,Morelia,Morelia,251,MICHOACÁN,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,127
ZAC_056_03,ZACATECAS,Zacatecas,ZAC,Zacatecas,Zacatecas,253,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,128
ZAC_049_13,VALPARAISO,Zacatecas,ZAC,Valparaíso,Valparaíso,253,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,129
QUE_016_02,SAN JUAN DEL RIO,Querétaro,QUE,San Juan del Río,San Juan del Rio,256,SURESTE,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,131
ZAC_017_04,GUADALUPE,Zacatecas,ZAC,Guadalupe,Guadalupe,268,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,137
JAL_097_11,TLAJOMULCO DE ZUÑIGA,Jalisco,JAL,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,270,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,140
GUA_033_22,SAN LUIS DE LA PAZ,Guanajuato,GUA,San Luis de la Paz,San Luis de la Paz,274,BAJÍO 2,PERFIL_03,0.05,0.04,0.02,0,,1200|650|250|120,50,250,0.03,143
JAL_030_46,CHAPALA,Jalisco,JAL,Chapala,Chapala,275,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,145
JAL_083_31,TALA,Jalisco,JAL,Tala,Tala,280,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,153
JAL_002_55,ACATLAN DE JUAREZ,Jalisco,JAL,Acatlán de Juárez,Acatlán de Juárez,280,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,154
JAL_114_38,VILLA CORONA,Jalisco,JAL,Villa Corona,Villa Corona,284,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,160
JAL_094_41,TEQUILA,Jalisco,JAL,Tequila,Tequila,296,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,175
JAL_050_44,JOCOTEPEC,Jalisco,JAL,Jocotepec,Jocotepec,298,OCCIDENTE,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,177
ZAC_036_07,OJOCALIENTE,Zacatecas,ZAC,Ojocaliente,Ojocaliente,301,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,179
JAL_024_28,COCULA,Jalisco,JAL,Cocula,Cocula,303,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,181
JAL_119_49,ZACOALCO DE TORRES,Jalisco,JAL,Zacoalco de Torres,Zacoalco de Torres,305,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,185
JAL_003_24,AHUALULCO DE MERCADO,Jalisco,JAL,Ahualulco de Mercado,Ahualulco de Mercado,305,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,186
JAL_066_19,PONCITLAN,Jalisco,JAL,Poncitlán,Poncitlán,307,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,190
MIC_066_07,PATZCUARO,Michoacán de Ocampo,MIC,Pátzcuaro,Pátzcuaro,311,MICHOACÁN,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,195
JAL_006_01,AMECA,Jalisco,JAL,Ameca,Ameca,312,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,196
ZAC_010_01,FRESNILLO,Zacatecas,ZAC,Fresnillo,Fresnillo,314,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,197
ZAC_055_09,VILLANUEVA,Zacatecas,ZAC,Villanueva,Villanueva,314,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,198
JAL_036_22,ETZATLAN,Jalisco,JAL,Etzatlán,Etzatlán,315,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,199
ZAC_025_14,LUIS MOYA,Zacatecas,ZAC,Luis Moya,Luis Moya,316,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,200
JAL_047_33,JAMAY,Jalisco,JAL,Jamay,Jamay,327,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,207
ZAC_051_10,VILLA DE COS,Zacatecas,ZAC,Villa de Cos,Villa de Cos,328,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,208
AGU_004_09,COSIO,Aguascalientes,AGU,Cosío,Cosío,333,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,210
MIC_107_10,ZACAPU,Michoacán de Ocampo,MIC,Zacapu,Zacapu,335,MICHOACÁN,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,211
MIC_071_17,PURUANDIRO,Michoacán de Ocampo,MIC,Puruándiro,Puruándiro,346,MICHOACÁN,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,216
ZAC_024_18,LORETO,Zacatecas,ZAC,Loreto,Loreto,353,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,221
ZAC_054_08,VILLA HIDALGO,Zacatecas,ZAC,Villa Hidalgo,Villa Hidalgo,365,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,227
MIC_102_09,URUAPAN,Michoacán de Ocampo,MIC,Uruapan,Uruapan,368,MICHOACÁN,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,228
MIC_098_24,TUXPAN,Michoacán de Ocampo,MIC,Tuxpan,Tuxpan,369,MICHOACÁN,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,50,250,0.03,229
SLP_028_05,SAN LUIS POTOSI,San Luis Potosí,SLP,San Luis Potosí,San Luis Potosí,373,MICHOACÁN,PERFIL_06,0.05,0.04,0,N/A,,1200|650|250,50,250,0.03,230
SLP_040_11,TAMUIN,San Luis Potosí,SLP,Tamuín,Tamuin,373,MICHOACÁN,PERFIL_06,0.05,0.04,0,N/A,,1200|650|250,50,250,0.03,235
ZAC_039_05,RIO GRANDE,Zacatecas,ZAC,Río Grande,Rio grande,383,BAJÍO 3,PERFIL_04,0.05,0.04,0.02,N/A,,1200|650|250,50,250,0.03,241
SLP_035_06,SOLEDAD DE GRAC. SANCHEZ,San Luis Potosí,SLP,Soledad de Graciano Sánchez,Soledad de Graciano Sánchez,383,MICHOACÁN,PERFIL_06,0.05,0.04,0,N/A,,1200|650|250,50,250,0.03,242
JAL_025_35,COLOTLAN,Jalisco,JAL,Colotlán,Colotlán,394,OCCIDENTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,80,650,0.03,267
MEX_095_13,TEPOTZOTLAN,México,MEX,Tepotzotlán,Tepotzotlán,403,SURESTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,80,650,0.03,280
MEX_033_05,ECATEPEC DE MORELOS,México,MEX,Ecatepec de Morelos,Ecatepec de Morelos,404,SURESTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,80,650,0.03,281
MEX_076_32,SAN MATEO ATENCO,México,MEX,San Mateo Atenco,San Mateo Atenco,404,SURESTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,80,650,0.03,283
MEX_120_41,ZUMPANGO,México,MEX,Zumpango,Zumpango,406,SURESTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,80,650,0.03,287
MEX_121_04,CUAUTITLAN IZCALLI,México,MEX,Cuautitlán Izcalli,Cuautitlán Izcalli,406,SURESTE,PERFIL_05,0.05,0.04,N/A,N/A,,1200|650,80,650,0.03,289
